# nucl dec Total(s)  Bp(1+)(s)  Bp(1-)(s)  Bp(0-)(s)  Bp(2-)(s)  EC(1+)(s)  EC(1-)(s)  EC(0-)(s)  EC(2-)(s)
 Md252 HL+ 1.952191e+02 1.000000e+10 8.167371e+10 4.453337e+10 1.043322e+12 6.326402e+03 2.023987e+02 4.522022e+04 6.561910e+05
 Md253 HL+ 3.508169e+02 1.000000e+10 3.206496e+11 2.837715e+11 1.000000e+10 1.336475e+04 3.612396e+02 1.427741e+05 2.403035e+06
 Mt262 HL+ 6.564390e-01 3.429582e+01 3.597220e+01 2.780311e+02 4.297552e+03 3.286378e+00 8.706676e-01 2.634804e+02 1.678261e+02
 Mt263 HL+ 9.377125e-01 1.321660e+03 5.831995e+01 3.429401e+02 8.842059e+03 3.774101e+01 9.885544e-01 2.877177e+02 2.536578e+02
 Mt264 HL+ 1.067320e+00 3.879380e+03 8.005214e+01 3.981060e+02 4.178067e+04 6.233221e+01 1.110126e+00 3.533491e+02 5.077915e+02
 Mt265 HL+ 1.392384e+00 9.986263e+03 1.373860e+02 8.163208e+02 6.014373e+04 8.941989e+01 1.439492e+00 4.571785e+02 6.615046e+02
 Mt266 HL+ 1.645800e+00 1.368181e+04 1.671665e+02 1.160244e+03 1.000000e+10 1.062331e+02 1.698948e+00 5.682605e+02 1.089837e+03
 Mt267 HL+ 2.002837e+00 4.870012e+04 2.542323e+02 2.892748e+03 1.539658e+05 1.439345e+02 2.058890e+00 6.973455e+02 1.104349e+03
 Mt268 HL+ 2.643216e+00 7.230728e+04 3.536462e+02 1.674176e+03 2.392061e+05 1.587918e+02 2.727968e+00 7.679734e+02 1.406187e+03
 Mt269 HL+ 3.879946e+00 1.576390e+05 5.648211e+02 1.701355e+04 5.734844e+05 2.650150e+02 3.985160e+00 1.254354e+03 2.521323e+03
 Mt270 HL+ 5.078334e+00 1.091201e+05 6.350364e+02 9.711615e+04 4.117520e+05 2.656277e+02 5.246954e+00 1.843114e+03 2.356263e+03
 Mt271 HL+ 1.641056e+01 1.112636e+07 1.690890e+03 3.895607e+05 6.332873e+06 8.596211e+02 1.705573e+01 2.283298e+03 9.127347e+03
 Mt272 HL+ 2.094073e+01 1.329182e+07 2.356203e+03 2.613046e+06 6.576450e+06 1.029759e+03 2.177924e+01 2.923360e+03 9.963960e+03
 Mt273 HL+ 7.687125e+01 1.030818e+08 1.472051e+05 4.962685e+04 2.512070e+08 4.527190e+03 7.997612e+01 4.206812e+03 5.134156e+04
 Mt274 HL+ 1.311719e+02 1.494644e+09 1.509502e+05 1.227179e+05 5.072954e+08 6.797675e+03 1.373438e+02 6.010439e+03 6.983102e+04
 Mt275 HL+ 3.482561e+02 8.532278e+09 1.000000e+10 9.877245e+05 1.000000e+10 1.137059e+04 3.606657e+02 3.455165e+05 1.439585e+05
 Mt276 HL+ 6.574410e+02 1.000000e+10 8.473096e+04 1.000000e+10 1.000000e+10 9.915767e+03 7.133658e+02 7.003065e+06 1.550610e+05
 Nh270 HL+ 3.194076e-01 9.461109e+01 1.262440e+01 8.006403e+01 2.018198e+03 6.650376e+00 3.504273e-01 1.557660e+02 5.687140e+01
 Nh271 HL+ 3.996141e-01 1.280167e+02 1.812027e+01 1.053313e+02 4.194672e+03 8.200295e+00 4.366643e-01 1.757049e+02 8.363221e+01
 Nh272 HL+ 4.503099e-01 3.327123e+02 1.945808e+01 1.032919e+02 8.850384e+04 1.064929e+01 4.875553e-01 1.888251e+02 1.573903e+02
 Nh273 HL+ 5.516780e-01 4.301632e+02 2.481354e+01 1.418829e+02 1.000000e+10 1.227755e+01 5.973436e-01 2.278057e+02 3.267330e+02
 Nh274 HL+ 6.523348e-01 4.636313e+02 2.902084e+01 1.589344e+02 1.824922e+04 1.187050e+01 7.157346e-01 2.588374e+02 2.117828e+02
 Nh275 HL+ 7.840431e-01 7.129909e+02 3.660383e+01 2.758277e+02 2.883267e+04 1.537105e+01 8.537910e-01 3.370642e+02 2.640716e+02
 Nh276 HL+ 8.687932e-01 8.209863e+02 4.313875e+01 3.129911e+02 3.463745e+04 2.274361e+01 9.314980e-01 3.615462e+02 3.199918e+02
 Nh277 HL+ 1.281284e+00 2.100544e+03 7.655643e+01 4.173153e+02 6.789395e+04 3.670822e+01 1.364420e+00 4.134492e+02 5.140795e+02
 Nh278 HL+ 1.565203e+00 1.310053e+04 8.421560e+01 4.728262e+02 5.850856e+04 1.025274e+02 1.636339e+00 4.470532e+02 5.877428e+02
 Nh279 HL+ 3.120416e+00 4.466301e+04 2.049797e+02 6.734869e+02 2.746494e+05 1.535384e+02 3.277997e+00 5.571178e+02 1.411679e+03
 Nh280 HL+ 6.674826e+00 2.153197e+05 2.008923e+03 6.395878e+02 1.361687e+06 2.215201e+02 7.074850e+00 6.434363e+02 2.977944e+03
 Nh281 HL+ 8.789075e+00 6.143683e+05 2.006849e+03 1.585092e+03 2.395548e+06 3.828024e+02 9.171936e+00 1.220653e+03 5.358605e+03
 Nh282 HL+ 1.200747e+01 1.430580e+06 4.515589e+03 2.922674e+04 2.492512e+06 5.166764e+02 1.239049e+01 4.583271e+03 6.096258e+03
 Nh283 HL+ 2.113113e+01 4.709321e+06 1.701126e+04 5.831981e+03 1.926639e+07 8.888058e+02 2.189827e+01 3.875726e+03 2.261714e+04
 Nh284 HL+ 3.616466e+01 2.224575e+06 6.657319e+04 2.829001e+04 1.055193e+08 1.156667e+03 3.759300e+01 8.730278e+03 4.835929e+04
 Nh285 HL+ 1.088559e+02 5.803550e+07 1.000000e+10 7.446618e+04 1.000000e+10 2.355653e+03 1.153847e+02 1.287774e+04 2.388198e+05
 Nh286 HL+ 1.444731e+02 1.874562e+08 3.095664e+05 1.648740e+05 1.371943e+09 3.743915e+03 1.521077e+02 1.586492e+04 1.252633e+05
 Nh287 HL+ 6.427448e+03 1.695677e+09 1.859482e+05 1.445211e+08 1.000000e+10 6.791857e+03 1.000000e+10 3.376137e+05 1.000000e+10
 No238 HL+ 5.990951e-01 3.608209e+01 1.509748e+01 1.495435e+02 1.008126e+03 5.774792e+00 7.261133e-01 2.183917e+02 7.928129e+01
 No239 HL+ 6.945105e-01 4.279357e+01 1.721039e+01 1.135299e+02 1.318512e+03 6.067144e+00 8.554145e-01 2.151139e+02 9.681424e+01
 No240 HL+ 8.332562e-01 6.339978e+01 2.349028e+01 2.500857e+02 2.061685e+03 8.209868e+00 9.955313e-01 2.979361e+02 1.309946e+02
 No241 HL+ 9.418279e-01 6.818474e+01 2.582807e+01 2.858347e+02 2.363281e+03 8.292364e+00 1.143767e+00 3.413927e+02 1.507415e+02
 No242 HL+ 1.197610e+00 9.759930e+01 4.324052e+01 4.893002e+02 5.199239e+03 1.048469e+01 1.433878e+00 4.143835e+02 2.387555e+02
 No243 HL+ 1.378303e+00 1.226200e+02 4.764447e+01 5.725178e+02 3.862403e+03 1.175917e+01 1.658754e+00 5.160312e+02 2.202478e+02
 No244 HL+ 1.766842e+00 1.972830e+02 8.726150e+01 1.159393e+03 1.415201e+04 1.594639e+01 2.075023e+00 6.074206e+02 4.462443e+02
 No245 HL+ 1.763598e+00 6.819792e+01 9.569270e+01 1.711094e+03 1.823161e+04 8.352931e+00 2.390069e+00 7.575845e+02 5.453913e+02
 No246 HL+ 2.771695e+00 8.848945e+02 2.256881e+02 3.170252e+03 4.669586e+04 3.879187e+01 3.058532e+00 9.137219e+02 9.389906e+02
 No247 HL+ 3.326319e+00 1.751701e+03 2.946335e+02 2.843683e+03 2.753238e+04 5.445047e+01 3.627223e+00 9.663944e+02 8.427201e+02
 No248 HL+ 4.700585e+00 6.257200e+03 9.268519e+02 1.468229e+04 2.427149e+05 1.057165e+02 4.977196e+00 1.566206e+03 2.413078e+03
 No249 HL+ 4.543035e+00 3.005699e+04 5.880410e+02 7.736059e+03 1.012738e+05 2.323895e+02 4.696460e+00 2.353561e+03 1.695301e+03
 No250 HL+ 8.294993e+00 6.748508e+04 8.829051e+03 4.807509e+05 1.364618e+06 3.081382e+02 8.567455e+00 3.331502e+03 6.348568e+03
 No251 HL+ 1.103083e+01 8.933839e+04 1.421084e+04 5.588389e+06 2.722461e+06 4.711781e+02 1.134404e+01 4.768580e+03 1.125942e+04
 No252 HL+ 2.037390e+01 4.935049e+06 1.986556e+05 2.352170e+08 2.108683e+08 1.241549e+03 2.078300e+01 7.231164e+03 5.817021e+04
 No253 HL+ 3.127633e+01 1.584728e+08 1.331503e+05 8.497894e+07 8.655453e+08 2.353930e+03 3.180745e+01 1.076837e+04 1.153069e+05
 No254 HL+ 1.008313e+02 1.489795e+11 1.000000e+10 4.769995e+12 1.000000e+10 4.127850e+03 1.039549e+02 1.850476e+04 5.865027e+05
 No255 HL+ 1.629198e+02 5.483646e+07 3.965664e+07 1.000000e+10 1.000000e+10 2.167054e+03 1.772773e+02 2.924995e+04 7.042100e+05 
 Og282 HL+ 1.957361e-01 1.736900e+02 4.530374e+00 2.140342e+01 1.260129e+03 4.217789e+00 2.199747e-01 9.370287e+01 2.428635e+01
 Og283 HL+ 2.078103e-01 3.138489e+01 5.285109e+00 2.318851e+01 1.438081e+03 1.797233e+00 2.535459e-01 9.879678e+01 2.732479e+01
 Og284 HL+ 2.605260e-01 7.612022e+02 7.294424e+00 2.454389e+01 1.803138e+03 1.003619e+01 2.841753e-01 1.038202e+02 3.283073e+01
 Og285 HL+ 2.936633e-01 1.202641e+03 8.722806e+00 2.585405e+01 1.815757e+03 1.074075e+01 3.205758e-01 1.125547e+02 3.426784e+01
 Og286 HL+ 3.433075e-01 1.816559e+03 1.322527e+01 3.372585e+01 2.866283e+03 1.498602e+01 3.687838e-01 1.372389e+02 4.751489e+01
 Og287 HL+ 3.984273e-01 2.032770e+03 1.651862e+01 3.987744e+01 3.107508e+03 1.523738e+01 4.284007e-01 1.642451e+02 5.727338e+01
 Og288 HL+ 5.145431e-01 2.595389e+03 2.440089e+01 6.181549e+01 1.052033e+04 1.722938e+01 5.510134e-01 2.066689e+02 1.232238e+02
 Og289 HL+ 9.203347e-01 3.184988e+05 5.297234e+01 5.336981e+01 2.320408e+04 1.005854e+03 9.664086e-01 1.809322e+02 1.312347e+02
 Og290 HL+ 1.196513e+00 1.722402e+09 3.816219e+02 1.347818e+02 1.524985e+05 1.913190e+05 1.222140e+00 3.182714e+02 2.308768e+02
 Og291 HL+ 1.187757e+00 6.984744e+02 5.582273e+01 2.550797e+02 1.033578e+05 6.360679e+00 1.523636e+00 3.631743e+02 4.249518e+02
 Og292 HL+ 2.659635e+00 1.883033e+05 4.209046e+02 4.263859e+02 4.920791e+05 6.506538e+01 2.836508e+00 4.651491e+02 8.348178e+02
 Og293 HL+ 3.232405e+00 8.976459e+05 6.457320e+02 7.258248e+02 9.133302e+05 8.232758e+01 3.427426e+00 6.045186e+02 1.144626e+03
 Og294 HL+ 4.260393e+00 2.539296e+06 1.582102e+03 1.369730e+03 2.393935e+06 9.899860e+01 4.516706e+00 7.535810e+02 1.891282e+03
 Og295 HL+ 4.915320e+00 5.745514e+04 1.533673e+03 3.963250e+03 5.598260e+06 3.105776e+01 5.913264e+00 1.227065e+03 2.504740e+03
 Og296 HL+ 9.309519e+00 2.335849e+09 2.314519e+04 1.142078e+04 1.605273e+07 2.238233e+02 9.799850e+00 1.799748e+03 4.539623e+03
 Og297 HL+ 1.766889e+01 5.473260e+09 4.525053e+04 7.097714e+04 1.000000e+10 3.970509e+02 1.861966e+01 3.322133e+03 2.923180e+04
 Og298 HL+ 2.855263e+01 3.055115e+10 6.273803e+05 3.006030e+05 4.074282e+08 7.698581e+02 2.986591e+01 5.293947e+03 2.114615e+04
 Og299 HL+ 6.453146e+01 4.873223e+10 1.061515e+05 2.553359e+05 5.077104e+08 1.392897e+03 6.823223e+01 1.183451e+04 4.045248e+04
 Og300 HL+ 6.440933e+01 3.264849e+10 3.358496e+09 1.940786e+06 4.793776e+10 9.710380e+02 6.970825e+01 7.226923e+03 8.706790e+04
 Og301 HL+ 4.615765e+01 2.488791e+09 2.466660e+05 1.604213e+07 6.126186e+08 1.352462e+03 4.796394e+01 2.218726e+04 3.662464e+04
 Og302 HL+ 1.588497e+02 1.000000e+10 2.116893e+12 6.646749e+12 6.367572e+13 1.547148e+03 1.771215e+02 1.155874e+06 4.543312e+05
 Rf250 HL+ 1.752838e+00 1.244056e+03 1.146865e+02 1.021431e+03 1.400140e+04 3.967408e+01 1.886569e+00 4.789086e+02 3.885554e+02
 Rf251 HL+ 1.804368e+00 3.133712e+03 1.293309e+02 1.470833e+03 1.305856e+04 6.393102e+01 1.902320e+00 6.665766e+02 3.865251e+02
 Rf252 HL+ 2.832903e+00 4.942671e+03 4.822576e+02 3.684159e+03 3.987216e+04 8.028991e+01 2.981851e+00 7.624203e+02 7.729743e+02
 Rf253 HL+ 3.436858e+00 5.856946e+03 7.398932e+02 6.402178e+03 3.936651e+04 9.865720e+01 3.609804e+00 9.251939e+02 9.811051e+02
 Rf254 HL+ 5.166787e+00 1.487989e+04 2.035365e+03 1.139467e+04 4.307661e+05 1.500482e+02 5.403592e+00 1.122767e+03 3.596629e+03
 Rf255 HL+ 6.800925e+00 1.920462e+04 2.598646e+03 1.489523e+04 7.020382e+05 1.770409e+02 7.144339e+00 1.347760e+03 5.813223e+03
 Rf256 HL+ 1.301412e+01 3.544104e+04 1.409935e+04 3.915481e+04 6.458334e+07 2.263637e+02 1.395531e+01 1.677684e+03 2.280003e+04
 Rf257 HL+ 1.655983e+01 3.028757e+04 1.449302e+04 7.081682e+04 9.606479e+07 2.388393e+02 1.800333e+01 1.970029e+03 3.211700e+04
 Rf258 HL+ 2.843868e+01 2.364776e+06 1.516738e+05 2.917980e+05 1.516534e+09 1.315754e+03 2.937967e+01 2.916223e+03 7.774854e+04
 Rf259 HL+ 3.718671e+01 4.147107e+07 2.018353e+04 1.456928e+05 3.988402e+08 2.268493e+03 3.840666e+01 2.872362e+03 1.139420e+05
 Rf260 HL+ 7.541999e+01 1.729229e+11 8.388517e+08 6.305888e+07 2.418932e+11 8.672339e+03 7.684144e+01 7.844787e+03 4.042740e+05
 Rf261 HL+ 9.069925e+01 3.598287e+11 8.779670e+05 1.811743e+05 2.970837e+09 1.235965e+04 9.254701e+01 7.751102e+03 2.817948e+05 
 Rg266 HL+ 4.915544e-01 1.436888e+03 1.592747e+01 1.332163e+02 5.291116e+03 2.971638e+01 5.219866e-01 1.939930e+02 1.159755e+02
 Rg267 HL+ 5.242575e-01 1.583095e+02 3.174781e+01 1.890793e+02 8.241708e+03 1.022136e+01 5.696551e-01 2.252416e+02 1.535568e+02
 Rg268 HL+ 5.936801e-01 2.064818e+02 4.024770e+01 2.667519e+02 1.171674e+04 1.152306e+01 6.430304e-01 2.701334e+02 1.899489e+02
 Rg269 HL+ 7.579105e-01 2.943743e+02 6.125023e+01 4.250137e+02 3.149911e+04 1.423618e+01 8.191615e-01 3.299506e+02 3.054280e+02
 Rg270 HL+ 9.014936e-01 3.947666e+02 8.142311e+01 3.643035e+02 6.421374e+04 1.624886e+01 9.756986e-01 3.742014e+02 3.886176e+02
 Rg271 HL+ 1.179471e+00 5.574170e+02 1.197789e+02 1.212896e+03 4.197579e+05 2.029818e+01 1.275265e+00 5.122718e+02 6.666797e+02
 Rg272 HL+ 1.305287e+00 7.196641e+02 1.382338e+02 2.661854e+03 5.092980e+04 2.182933e+01 1.412342e+00 7.259439e+02 5.362383e+02
 Rg273 HL+ 2.157308e+00 1.342091e+03 2.393501e+02 3.789675e+03 1.490513e+05 3.597962e+01 2.334090e+00 8.251774e+02 1.099949e+03
 Rg274 HL+ 2.950637e+00 1.962635e+05 2.948272e+02 6.118013e+03 2.476046e+05 3.547907e+02 3.022529e+00 9.572709e+02 1.578620e+03
 Rg275 HL+ 4.320744e+00 2.043733e+05 8.139564e+02 9.562799e+03 4.834474e+05 4.981014e+02 4.408835e+00 1.101333e+03 2.712805e+03
 Rg276 HL+ 3.278471e+01 1.354527e+05 2.211933e+04 1.318787e+04 6.992166e+07 8.811129e+02 3.527223e+01 1.232249e+03 1.311890e+04
 Rg277 HL+ 2.621264e+01 3.446084e+05 2.256029e+04 3.920818e+04 2.481911e+07 8.069341e+02 2.758715e+01 1.824766e+03 2.455507e+04
 Rg278 HL+ 5.552760e+01 1.010163e+06 4.398234e+04 1.370099e+04 3.926444e+07 1.207837e+03 6.027574e+01 2.156078e+03 3.314644e+04
 Rg279 HL+ 9.394360e+01 1.938182e+06 1.453544e+06 1.350709e+06 1.268720e+09 2.751233e+03 9.887251e+01 6.363742e+03 1.235903e+05
 Rg280 HL+ 1.375920e+02 3.527224e+07 1.108132e+06 5.172532e+05 2.268205e+09 5.859749e+03 1.426829e+02 1.257585e+04 1.592993e+05
 Rg281 HL+ 3.907879e+02 1.000000e+10 2.957638e+09 1.000000e+10 1.906308e+11 2.418588e+04 4.008994e+02 4.489337e+04 1.087206e+06
 Rg282 HL+ 7.479597e+02 9.859168e+10 1.000000e+10 1.000000e+10 2.637030e+11 5.385740e+04 7.665904e+02 7.531288e+04 1.545314e+06
 Rg283 HL+ 8.423104e+04 1.000000e+10 1.000000e+10 1.000000e+10 1.000000e+10 1.011053e+05 1.000000e+10 5.048400e+05 1.000000e+10
 Sg252 HL+ 7.689314e-01 2.495551e+02 2.703428e+01 2.138413e+02 2.584310e+03 1.444137e+01 8.529177e-01 2.435290e+02 1.156367e+02
 Sg253 HL+ 8.679117e-01 2.742194e+02 2.569605e+01 2.637144e+02 1.960599e+03 1.259062e+01 9.878268e-01 2.744677e+02 1.006559e+02
 Sg254 HL+ 1.131905e+00 3.920401e+02 6.630615e+01 5.013983e+02 6.933822e+03 1.950235e+01 1.241987e+00 3.599629e+02 2.231833e+02
 Sg255 HL+ 1.280777e+00 3.687011e+02 8.525816e+01 7.008901e+02 7.458110e+03 1.869660e+01 1.417887e+00 4.229048e+02 2.740650e+02
 Sg256 HL+ 1.670207e+00 4.214414e+02 1.491695e+02 1.108508e+03 3.254560e+04 1.904692e+01 1.877136e+00 5.078548e+02 6.573250e+02
 Sg257 HL+ 1.884798e+00 3.802285e+02 1.722553e+02 1.211972e+03 2.274998e+04 1.667516e+01 2.182984e+00 5.879319e+02 6.677723e+02
 Sg258 HL+ 2.772209e+00 5.234870e+02 5.224919e+02 2.828735e+03 4.846924e+05 1.880139e+01 3.316221e+00 7.084221e+02 2.524387e+03
 Sg259 HL+ 3.301144e+00 6.079087e+02 6.647480e+02 3.545356e+03 6.204160e+05 2.330228e+01 3.922078e+00 7.730800e+02 3.147944e+03
 Sg260 HL+ 4.616583e+00 5.280324e+03 1.685019e+03 6.401555e+03 3.211220e+06 8.338818e+01 4.937907e+00 1.009254e+03 5.775353e+03
 Sg261 HL+ 5.215986e+00 1.548642e+04 1.165871e+03 4.413360e+03 2.082055e+06 1.475685e+02 5.473443e+00 1.068232e+03 6.413229e+03
 Sg262 HL+ 7.273566e+00 8.063669e+04 6.417966e+03 2.490857e+04 1.499718e+07 2.863294e+02 7.506855e+00 2.015737e+03 1.323303e+04
 Sg263 HL+ 8.213732e+00 2.951154e+05 6.467558e+03 5.930098e+03 1.765825e+07 4.084513e+02 8.441618e+00 2.283739e+03 1.355160e+04
 Sg264 HL+ 1.517765e+01 2.312215e+06 4.057913e+04 3.733389e+05 1.042432e+08 7.576102e+02 1.553752e+01 6.514031e+03 4.028460e+04
 Sg265 HL+ 1.471944e+01 6.018770e+06 1.215145e+04 1.334417e+07 3.995129e+07 1.117659e+03 1.494864e+01 3.122349e+04 3.090090e+04
 Sg266 HL+ 8.698022e+01 9.713887e+07 5.069010e+06 2.535632e+10 1.052956e+10 1.869853e+03 9.138800e+01 5.795263e+04 4.452959e+05
 Sg267 HL+ 2.559858e+02 5.214080e+08 1.000000e+10 1.000000e+10 1.184334e+09 2.010356e+03 2.935473e+02 3.231741e+06 4.707455e+05
 Ts280 HL+ 2.288834e-01 1.354828e+02 5.000731e+00 2.837538e+01 1.301437e+03 4.037940e+00 2.607141e-01 1.131931e+02 2.978780e+01
 Ts281 HL+ 2.668524e-01 2.260527e+02 6.689822e+00 3.257771e+01 1.385081e+03 5.880481e+00 2.981247e-01 1.231421e+02 3.379382e+01
 Ts282 HL+ 2.826525e-01 5.533174e+02 7.805772e+00 3.263892e+01 1.345741e+03 1.088521e+01 3.078745e-01 1.248109e+02 3.489548e+01
 Ts283 HL+ 3.731672e-01 9.829508e+02 1.076943e+01 3.770130e+01 2.102928e+03 1.490775e+01 4.058311e-01 1.363714e+02 4.902045e+01
 Ts284 HL+ 4.499861e-01 1.491524e+03 1.287546e+01 3.940230e+01 4.003369e+03 1.634486e+01 4.913427e-01 1.487301e+02 6.587533e+01
 Ts285 HL+ 3.978055e-01 9.127941e+02 1.871853e+01 4.291196e+01 3.051984e+03 1.417384e+01 4.271045e-01 1.530476e+02 5.811317e+01
 Ts286 HL+ 4.639244e-01 9.479642e+02 2.131395e+01 4.647853e+01 3.018877e+03 1.372824e+01 5.020629e-01 1.771312e+02 6.479119e+01
 Ts287 HL+ 6.572652e-01 1.110559e+03 3.179690e+01 7.362766e+01 8.321260e+03 1.429312e+01 7.174697e-01 2.305504e+02 1.366962e+02
 Ts288 HL+ 9.533810e-01 1.261905e+03 3.947104e+01 8.551102e+01 1.581328e+04 1.389188e+01 1.073608e+00 3.046637e+02 2.321396e+02
 Ts289 HL+ 1.995304e+00 2.746849e+03 1.290484e+02 1.777083e+02 1.197336e+05 2.282877e+01 2.274785e+00 4.069000e+02 6.393069e+02
 Ts290 HL+ 2.586246e+00 6.162934e+03 1.188873e+02 1.847919e+02 1.468206e+06 3.675332e+01 2.920487e+00 4.678837e+02 1.086109e+03
 Ts291 HL+ 4.867209e+00 1.089751e+06 4.919331e+02 9.916753e+02 5.268122e+05 9.207177e+01 5.270850e+00 8.759745e+02 1.455288e+03
 Ts292 HL+ 6.119934e+00 7.844568e+06 6.715729e+02 1.202859e+03 9.030182e+05 1.164645e+02 6.620899e+00 1.089930e+03 1.858258e+03
 Ts293 HL+ 7.897680e+00 1.367138e+07 1.069604e+03 1.805441e+03 1.635702e+06 1.414363e+02 8.552948e+00 1.307005e+03 2.661082e+03
 Ts294 HL+ 8.725027e+00 5.184159e+07 1.304431e+03 2.294967e+03 2.575314e+06 1.103134e+02 9.671212e+00 1.647361e+03 2.955990e+03
 Ts295 HL+ 1.849363e+01 8.125763e+10 9.951182e+04 1.602661e+05 1.395491e+07 4.664551e+02 1.933676e+01 8.379455e+03 1.279036e+04
 Ts296 HL+ 1.265578e+02 1.000000e+10 5.142790e+06 2.778582e+06 8.524379e+10 8.753440e+02 1.496658e+02 1.472313e+04 1.100061e+05
